N_unmapped	1358912	1358912	1358912
N_multimapping	1024196	1024196	1024196
N_noFeature	21528586	22889340	22898599
N_ambiguous	11397	2885	2843
CYB5A	787	416	371
BCL2	174	76	98
PPIAP1	9	6	3
CDH20	0	0	0
MC4R	0	0	0
PMAIP1	81	48	33
SEC11C	610	3057	3213
MIR122	0	0	0
TCF4	1020	489	531
VNN1	12	6	6
TBPL1	68	39	29
UTRN	18309	9257	9052
PPIL4	545	279	266
LATS1	761	379	382
ESR1	10	3	7
MIR8873B	0	0	0
NOX3	0	0	0
EZR	8713	4436	4277
MIR1836	7	2	5
MAS1	0	0	0
IGF2R	10245	5132	5113
SLC22A2	1	0	1
PLG	4	0	4
QKI	2135	1069	1066
T	0	0	0
SMOC2	42	20	22
THBS2	370	191	179
PLN	0	0	0
GJA1	2904	1472	1432
TRDN	0	0	0
ARHGAP18	668	328	340
MIR24-1	2	1	1
MIR27B	2	1	1
MIR23B	5	1	4
DAPK1	555	252	303
HNRNPK	13813	6798	7015
MIR7-1	10	4	6
GNAQ	675	352	323
ANXA1	18408	9132	9276
ALDH1A1	0	0	0
MIR204	0	0	0
TJP2	4388	2238	2150
FXN	109	65	44
VLDLR	2729	1442	1287
SLC1A1	173	99	74
MIR101-2	0	0	0
RLN1	2	2	0
CD274	71	45	26
MIRLET7D	15	8	7
MIRLET7F	0	0	0
MIR8893	0	0	0
UBE2S	1488	747	741
TNNI3	18	13	5
NCR1	0	0	0
PRPF31	1085	565	520
MIR371	0	0	0
ZNF331	283	154	129
VN1R4	0	0	0
MIR8891	8	3	5
MIR125A	0	0	0
MIRLET7E	0	0	0
MIR99B	0	0	0
KLK14	7	3	4
KLK10	0	0	0
KLK9	0	0	0
KLK8	0	0	0
KLK7	0	0	0
KLK6	0	0	0
KLK5	0	0	0
KLK4	0	0	0
KLK2	0	0	0
KLK1	0	0	0
MIR150	0	0	0
FLT3LG	108	48	60
MIR8890	1	0	1
NTF4	32	15	17
LHB	12	7	5
FTL	7282	4021	3261
BAX	285	158	127
DHDH	50	24	26
HSD17B14	118	58	60
RPL18	5470	2763	2707
ELSPBP1	0	0	0
CRX	2	1	1
SEPW1	2329	1202	1127
C5AR1	4	2	2
ARHGAP35	3203	1605	1598
SLC1A5	3150	1604	1546
MIR769	4	4	0
SNRPD2	1772	907	865
MIR330	2	1	1
VASP	2366	1178	1188
FOSB	91	47	44
APOC2	0	0	0
APOC1	0	0	0
CEACAM16	0	0	0
LOC476445	39	18	21
XRCC1	1273	635	638
CEACAM23	0	0	0
CEACAM24	0	0	0
CAECAM1	18	8	10
CEACAM28	18	8	10
CEACAM30	0	0	0
CEACAM1	114	58	56
GRIK5	20	12	8
RABAC1	3342	1662	1680
TGFB1	653	305	348
CYP2B6	0	0	0
CYP2A7	0	0	0
CYP2A13	0	0	0
RAB4B	393	206	187
MIR8892	11	8	3
AKT2	846	443	403
LGALS4	2	1	1
SPINT2	973	503	470
TYROBP	1	0	1
PSENEN	1048	532	516
ATP4A	0	0	0
KRTDAP	0	0	0
HAMP	0	0	0
FXYD1	627	298	329
SCN1B	33	16	17
RHPN2	131	64	67
SLC7A9	0	0	0
MIR578	0	0	0
PMEL	72	39	33
MIP	1	1	0
NACA	3439	1756	1683
TAC3	2	2	0
MIR26A-2	0	0	0
AVPR1A	0	0	0
IFNG	0	0	0
MDM2	1704	902	802
LYZ	3	3	0
TPH2	0	0	0
ARSA	1974	997	977
SELO	719	356	363
PPARA	33	19	14
MIRLET7B	1	0	1
MIRLET7A-1	2	0	2
MIR1249	12	5	7
ARHGAP8	0	0	0
PRR5	10	6	4
CYB5R3	2307	1127	1180
MIR8829	7	2	5
CYP2D15	0	0	0
MIR33A	0	0	0
ST13	2396	1222	1174
MCHR1	0	0	0
RPL3	10007	4901	5106
PDGFB	23	11	12
EIF3L	638	327	311
LGALS1	7566	3658	3908
LGALS2	91	50	41
MIR8828	0	0	0
MIR1835	0	0	0
SSTR3	0	0	0
IL2RB	0	0	0
MIR8827	0	0	0
MYH9	39263	19589	19674
HMOX1	403	219	184
TIMP3	1895	985	910
TXNRD1	5323	2677	2646
MIR8799C	0	0	0
MIR8826	0	0	0
RFX8	0	0	0
UBE2N	119	64	55
RPL31	853	432	421
CNGA3	0	0	0
COX5B	1468	741	727
THADA	764	371	393
SLC3A1	168	82	86
STON1	321	171	150
GTF2A1L	0	0	0
ASB3	1008	501	507
RPS27A	7887	4042	3845
MIR217	0	0	0
MIR216A	0	0	0
MIR216B	0	0	0
COMMD1	1053	535	518
RAB1A	2772	1408	1364
PLEK	4	3	1
ANXA4	2500	1278	1222
SNRPG	320	151	169
MIR340	0	0	0
CANX	25657	12977	12680
PROP1	0	0	0
TICAM2	132	64	68
TMED7	2556	1284	1272
MIR8830-2	0	0	0
MIR8830-1	0	0	0
MIR8830-3	0	0	0
IL3	0	0	0
CSF2	2	1	1
IL5	4	2	2
IL13	0	0	0
IL4	0	0	0
GDF9	40	18	22
HSPA4	4756	2430	2326
SKP1	2636	1309	1327
PPP2CA	2198	1110	1088
MIR874	0	0	0
BTF3	2752	1403	1349
SLBP2	4	4	0
ETF1	410	191	219
MATR3	8947	4450	4497
MLANA	0	0	0
IL33	10	6	4
TYRP1	0	0	0
FTH1	6017	2970	3047
RPS6	9454	4692	4762
MIR491	0	0	0
IFNB1	0	0	0
IFNA5	0	0	0
IFNA8	0	0	0
IFNA6	0	0	0
IFNA7	0	0	0
MIR31	0	0	0
CDKN2B	159	79	80
MIR8831	0	0	0
MIR872	0	0	0
IFNK	1	1	0
MIR876	0	0	0
NDUFB6	480	255	225
APTX	271	142	129
DNAJA1	855	402	453
MIR207	0	0	0
CNTFR	10	5	5
CCL27	30	19	11
CCL19	0	0	0
CCL21	0	0	0
ARHGEF39	757	358	399
CA9	29	12	17
RECK	840	434	406
SEC61B	1436	708	728
INVS	1119	547	572
OR13F1	0	0	0
COR13C13	0	0	0
MIR32	8	7	1
AKAP2	408	228	180
DNAJC25	540	259	281
UGCG	626	311	315
HSDL2	888	460	428
SLC46A2	12	9	3
LOC481674	0	0	0
MIR455	1	1	0
TNC	2	2	0
TLR4	0	0	0
STOM	1721	881	840
RPP21	378	193	185
DLA88	876	440	451
DLA-12	256	131	126
DLA-64	122	77	49
DDX39B	3709	1900	1809
ATP6V1G2	2	2	0
NFKBIL1	183	100	83
TNF	10	5	5
LTB	4	0	4
LY6G5C	7	3	4
CLIC1	6175	3131	3044
HSP70	128	62	66
CYP21A2	142	62	80
AGER	36	20	16
DLA-DRA	1	1	0
HLA-DRB1	3	2	1
DLA-DQA1	0	0	0
DLA-DQB1	3	2	1
DLA-DOB	3	2	1
TAP2	3323	1732	1591
PSMB8	8	5	3
TAP1	2783	1363	1422
PSMB9	258	124	136
DLA-DMB	31	20	11
DLA-DMA	36	16	20
BRD2	6119	3044	3075
SLC39A7	7363	3667	3696
MIR219-1	2	0	2
RING1	1036	510	526
VPS52	1353	656	697
RPS18	7360	3730	3630
B3GALT4	162	79	83
PFDN6	497	235	262
TAPBP	8726	4298	4428
LOC481744	807	423	384
MIR8832	0	0	0
HMGA1	2206	1108	1098
NUDT3	723	349	374
RPS10	3020	1486	1534
FKBP1A	1103	594	509
PPARD	1350	667	683
RPL10A	4787	2380	2407
CLPS	0	0	0
MAPK14	921	441	480
PNPLA1	0	0	0
PIM1	311	153	158
TREM1	0	0	0
PRPH2	4	0	4
VEGFA	3268	1614	1654
SLC29A1	4158	2079	2079
SLC35B2	1196	628	568
SLC25A27	211	113	98
PLA2G7	2852	1393	1459
RHAG	19	10	9
DEFB112	0	0	0
TFAP2B	23	13	10
MIR206	0	0	0
IL17A	0	0	0
GSTA4	899	459	440
FBXO9	1039	544	495
HCRTR2	0	0	0
LGSN	0	0	0
SMAP1	554	292	262
B3GAT2	25	6	19
MIR30C-2	0	0	0
MIR30A	0	0	0
OOEP	0	0	0
EEF1A1	30538	15346	15192
MIR8835	1417	707	710
HTR1B	394	184	210
MIR8834A-2	0	0	0
MIR8834A-1	0	0	0
SNAP91	36	15	21
CGA	0	0	0
SLC35A1	234	121	113
MIR8833	0	0	0
FUT9	0	0	0
MCHR2	0	0	0
FIG4	848	426	422
MIR599	5	1	4
MIR875	0	0	0
AZIN1	5421	2727	2694
FZD6	4577	2295	2282
ZFPM2	99	46	53
ANGPT1	689	351	338
MIR8836	0	0	0
EBAG9	604	258	346
ANXA13	6	2	4
MYC	631	297	334
TG	0	0	0
NDRG1	2047	1001	1046
MIR30B	0	0	0
MIR30D	0	0	0
MIR151	0	0	0
FAM83H	579	301	278
ZNF252	557	295	262
MIR8880	0	0	0
CNGA1	2	2	0
KIT	1	0	1
KDR	58	31	27
SRP72	6106	3077	3029
GNRHR	0	0	0
UGT2B31	0	0	0
SULT1B1	0	0	0
CSN2	0	0	0
ODAM	0	0	0
ALB	0	0	0
AFP	0	0	0
CXCL8	1171	577	594
PPBP	4	2	2
ARF1	1264	644	620
COR2T18	0	0	0
AKR1B1	256	148	108
SLC35B4	491	239	252
PODXL	79	44	35
MIR29B-1	0	0	0
MIR29A	1	1	0
MIR335	0	0	0
MIR183	0	0	0
MIR96	0	0	0
MIR182	0	0	0
LEP	0	0	0
MIR129-1	0	0	0
MIR592	0	0	0
ABCB1	611	290	321
CALCR	0	0	0
MIR653	0	0	0
MIR489	0	0	0
GNGT1	0	0	0
COL1A2	214506	107446	107060
PEG10	2173	1084	1089
PON2	2932	1493	1439
MIR8841-1	0	0	0
MIR8841-2	0	0	0
CAFA-T2R2	0	0	0
CRSP-4	0	0	0
IL6	8	3	5
MYEOV2	489	240	249
CYCS	1601	776	825
NPVF	0	0	0
MIR148A	0	0	0
MIR196B	4	0	4
HOXA10	204	103	101
PLEKHA8	661	345	316
AQP1	2	2	0
TES	2443	1216	1227
CAV2	1934	979	955
CAV1	3408	1711	1697
MET	7532	3740	3792
CAPZA2	2869	1483	1386
CFTR	1	0	1
SLC2A1	1724	870	854
GUCA2A	0	0	0
MIR8839	0	0	0
EDN2	94	49	45
MIR30C-1	0	0	0
MIR30E	0	0	0
COL9A2	441	217	224
PPT1	2234	1096	1138
MYCBP	131	63	68
RSPO1	0	0	0
C15H16orf87	131	68	63
MIR761	7	3	4
CYP4X1	0	0	0
CYP4A37	0	0	0
CYP4A38	0	0	0
CYP4A11	0	0	0
AKR1A1	830	421	409
PRDX1	9159	4609	4550
COR11G5	0	0	0
COR11G9	0	0	0
RPPH1	8	6	2
APEX1	2841	1319	1522
MIR8838	0	0	0
KITLG	56	20	36
ATP2B1	3049	1537	1512
DCN	9485	4717	4768
MIR8840	0	0	0
MIR331	0	0	0
MIR135A-2	0	0	0
MIR8837	0	0	0
PMCH	51	19	32
HSP90B1	38832	19584	19248
GYPA	0	0	0
EDNRA	20	8	12
TLR2	849	419	430
SFRP2	804	389	415
GUCY1A3	38	18	20
GUCY1B3	39	23	16
ETFDH	1871	942	929
NPY1R	35	20	15
NPY5R	17	6	11
MIR8862	0	0	0
MIR8852	0	0	0
MIR8853	0	0	0
MIR8793-3	0	0	0
MIR8793-2	0	0	0
MIR8793-1	0	0	0
cOR13M4	0	0	0
TAS2R41	0	0	0
CLCN1	23	11	12
CASP2	1567	742	825
TAS2R40	25	12	13
TAS2R39	0	0	0
TAS2R38	0	0	0
TAS2R5	0	0	0
TAS2R3	0	0	0
SSBP1	215	98	117
HIPK2	794	404	390
LUC7L2	1761	904	857
C16H7orf55	88	45	43
MIR8794-2	0	0	0
MIR8794-1	0	0	0
MIR8907	1	0	1
MIR490	0	0	0
MTPN	1024	527	497
MIR8847	0	0	0
MIR8906	4	1	3
MIR8849	1	1	0
MIR8863	0	0	0
SSPO	9	5	4
KCNH2	0	0	0
NOS3	0	0	0
FASTK	843	424	419
MIR671	142	72	70
MIR8855	0	0	0
MIR8850	0	0	0
MIR8851	0	0	0
MIR153	0	0	0
VDAC3	1115	557	558
AP3M2	151	90	61
MIR486	0	0	0
MIR8854	66	38	28
MIR8799D	0	0	0
ADAM9	8121	4104	4017
STAR	1	1	0
ADRB3	0	0	0
FUT10	212	104	108
MBOAT4	0	0	0
LEPROTL1	805	380	425
MIR8856	7	1	6
MIR8848	12	7	5
DLC1	2510	1205	1305
MIR383	0	0	0
F11	0	0	0
KLKB1	4	3	1
CASP3	698	330	368
RWDD4	207	102	105
SPCS3	992	531	461
MCPH1	549	267	282
ANGPT2	6	3	3
DEFB1	0	0	0
DEFB4A	0	0	0
CBD103	1	0	1
SPAG11E	0	0	0
SPAG11B	0	0	0
DEFB105A	0	0	0
TPO	0	0	0
RNASEH1	389	186	203
ADAM17	2290	1162	1128
MIR8846	0	0	0
TRIB2	417	207	210
MIR8845	0	0	0
RHOB	1005	522	483
MIR1301	3	2	1
RAB10	1810	901	909
EPT1	538	254	284
KHK	46	28	18
GCKR	25	10	15
MIR1837-1	0	0	0
MIR1837-2	0	0	0
MIR1837-3	0	0	0
MRPL33	474	251	223
PPP1CB	2944	1495	1449
C17H2orf71	0	0	0
SRD5A2	0	0	0
EIF2AK2	1269	637	632
CYP1B1	1034	539	495
SLC8A1	48	24	24
MAL	0	0	0
NPHP1	122	61	61
TPC3	439	208	231
IL1A	12	4	8
IL1B	12	6	6
IL1RN	0	0	0
PAX8	0	0	0
FOXI3	0	0	0
FABP1	0	0	0
CD8A	0	0	0
MIR8843	0	0	0
MAT2A	2427	1233	1194
LOC100687463	0	0	0
REG3A	0	0	0
TACR1	0	0	0
HTRA2	491	250	241
MIR8842	14	10	4
CDK2AP1	1935	1012	923
NRAS	1884	927	957
TSHB	0	0	0
NGF	140	66	74
ATP1A1	13439	6668	6771
HSD3B2	0	0	0
GJA5	2	1	1
FCGR1A	0	0	0
MCL1	2072	1074	998
CTSS	21	9	12
CTSK	2128	1057	1071
CDC42SE1	939	499	440
PIP5K1A	2982	1503	1479
PSMD4	1900	954	946
CGN	49	21	28
RIIAD1	85	48	37
OAZ3	3	2	1
SMCP	0	0	0
MIR8844	0	0	0
ADORA3	0	0	0
SEC61G	818	439	379
DLD	1863	928	935
CD36	4	3	1
HGF	33	19	14
HRAS	267	149	118
MIR210	0	0	0
LOC610760	1194	625	569
MIR129-2	0	0	0
SLC1A2	1	1	0
CD44	6332	3330	3002
MIR1343	2	2	0
CAT	1793	915	878
C18H11orf31	526	281	245
ZDHHC5	3571	1772	1799
MIR130A	0	0	0
COR12E4	0	0	0
CFOLF1	0	0	0
COR5L1	0	0	0
DLA-79	0	0	0
OR4S2	0	0	0
MYBPC3	3	1	2
ARHGAP1	2220	1135	1085
SLC35C1	472	231	241
MIR8861	0	0	0
CTSD	1297	645	652
H19	1029	553	476
IGF2	3	3	0
MIR483	0	0	0
INS	0	0	0
TH	0	0	0
MIR8859A	5	1	4
MIR8859B	2	0	2
MIR8860	0	0	0
CCND1	316	134	182
CPT1A	4661	2325	2336
NDUFS8	989	511	478
GSTP1	1051	474	577
PPP1CA	3688	1862	1826
CCS	408	235	173
MIR8858	171	83	88
MIR192	0	0	0
MEN1	541	261	280
SLC22A12	0	0	0
ESRRA	415	204	211
BAD	269	143	126
OTUB1	593	285	308
COX8A	1247	629	618
RTN3	5889	2974	2915
LGALS12	0	0	0
BEST1	4	2	2
PGA	0	0	0
GPR44	0	0	0
IL15	0	0	0
UCP1	72	34	38
SLC7A11	390	197	193
MIR8857	0	0	0
IL21	0	0	0
IL2	0	0	0
LOC476104	0	0	0
GYPC	68	30	38
CNTNAP5	0	0	0
TMEM185B	413	207	206
EPB41L5	309	153	156
DBI	1559	788	771
MIR128-1	0	0	0
CXCR4	1	1	0
CREM	173	93	80
MIR8864-4	0	0	0
MIR8864-1	0	0	0
MIR8864-3	0	0	0
GAD2	6	4	2
BMI1	1236	601	635
COMMD3	969	493	476
MIR8895	0	0	0
PTPLA	38	22	16
ST8SIA6	0	0	0
VIM	64315	32424	31891
CUBN	267	123	144
SEPHS1	5041	2556	2485
LOC478000	2057	978	1079
LOC478001	3	1	2
IL2RA	2	2	0
GDI2	5502	2765	2737
AKR1C3	0	0	0
SLC23A1	6	6	0
PFDN1	533	308	225
ANKHD1	1971	1024	947
EIF4EBP3	147	70	77
NR3C1	1322	676	646
SPINK5	11	7	4
GPX8	3426	1664	1762
MIR449A	0	0	0
MIR449B	0	0	0
IL6ST	10107	4919	5188
MIR582	0	0	0
HTR1A	0	0	0
ATP1B1	1086	554	532
AK6	101	50	51
TAF9	476	248	228
OCLN	168	84	84
SMN	709	327	382
MIR8813-2	0	0	0
GOT2	1125	547	578
CNGB1	0	0	0
CCL17	32	19	13
CX3CL1	1340	661	679
MIR138B	0	0	0
MT1E	360	179	181
MT2A	962	474	488
MT4	0	0	0
CES5A	0	0	0
CES1	0	0	0
SLC6A2	2	0	2
NOD2	72	38	34
AZIN2	148	78	70
EPB41	598	291	307
TAF12	81	43	38
RCC1	790	369	421
SNHG3	39	20	19
PTAFR	1	1	0
SLC9A1	1340	674	666
HMGN2	4863	2497	2366
CD52	0	0	0
SEPN1	2233	1127	1106
TMEM57	1202	598	604
RHCE	0	0	0
CNR2	0	0	0
FUCA1	5440	2805	2635
RPL11	5719	2697	3022
ID3	411	191	220
MIR8897	19	10	9
HTR1D	62	33	29
CDC42	1076	526	550
ALPL	74	48	26
DDOST	8154	3833	4321
TAS1R2	0	0	0
PADI6	0	0	0
SDHB	470	213	257
CASP9	619	312	307
PDPN	0	0	0
MIR8896	8	4	4
MIIP	308	150	158
MFN2	1481	735	746
PLOD1	7299	3650	3649
MIR8894	5	1	4
APITD1	135	65	70
TXNRD3	360	187	173
SEC61A1	16154	7915	8239
RAB7A	3761	1842	1919
CNBP	4300	2156	2144
ISY1	651	294	357
SLC6A6	3715	1863	1852
PPIAP4	294	134	160
RHO	0	0	0
RPL32	5241	2673	2568
PPARG	107	51	56
TAMM41	131	61	70
MIR885	0	0	0
GHRL	6	1	5
VHL	374	189	185
THUMPD3	340	173	167
OXTR	4	2	2
CAV3	1	0	1
SETMAR	52	26	26
MITF	185	108	77
EOGT	818	398	420
FHIT	7	4	3
CCDC66	615	327	288
WNT5A	39	22	17
SELK	321	158	163
PRKCD	1040	505	535
MIR135A-1	2	1	1
MIRLET7G	1	0	1
TLR9	9	7	2
MIR8800	76	38	38
MIR8799A	0	0	0
GNAI2	5088	2537	2551
GNAT1	5	2	3
DAG1	14105	7056	7049
NICN1	303	158	145
AMT	385	192	193
RHOA	6421	3145	3276
GPX1	11653	5891	5762
MIR191	0	0	0
MIR425	0	0	0
COL7A1	168	87	81
CAMP	0	0	0
CDC25A	197	92	105
PTH1R	85	35	50
LTF	0	0	0
CCR5	0	0	0
CCR3	0	0	0
CCR1	0	0	0
CCR9	0	0	0
MIR8801	0	0	0
MEF2B	17	8	9
MIR8803	0	0	0
UBA52	1613	822	791
LSM4	302	128	174
INSL3	0	0	0
FAM32A	297	145	152
RAB8A	917	458	459
AKAP8	947	479	468
SLC1A6	0	0	0
CFOLF4	0	0	0
ADGRE2	17	6	11
EMR3	101	57	44
CD97	2209	1146	1063
PRKACA	660	351	309
MIR1199	0	0	0
MIR181D	0	0	0
MIR181C	0	0	0
MIR23A	0	0	0
MIR27A	1	1	0
MIR24-2	0	0	0
RTBDN	4	1	3
ACP5	9	6	3
EPOR	0	0	0
MIR199-1	6	5	1
ICAM1	14576	7323	7253
P2RY11	49	27	22
PPAN	471	233	238
STXBP2	1659	843	816
CD209	0	0	0
CTXN1	111	60	51
CCL25	5	0	5
ADAMTS10	682	330	352
EMR4	0	0	0
EMR1	0	0	0
TNFSF14	0	0	0
CAPS	56	28	28
FUT5	0	0	0
MIR7-3	0	0	0
MIR8804	2	1	1
MAP2K2	1225	612	613
MIR8802	3	2	1
TJP3	73	40	33
NCLN	1952	1000	952
LSM7	191	96	95
OAZ1	5542	2808	2734
MIR8805	0	0	0
ELANE	0	0	0
MADCAM1	3	2	1
PGR	37	19	18
GPR83	43	17	26
MIR8812	0	0	0
FOLH1	1904	916	988
TYR	0	0	0
CTSC	160	75	85
MIR708	0	0	0
MIR1838	0	0	0
CLNS1A	384	198	186
SERPINH1	24931	12622	12309
MIR326	0	0	0
SPCS2	1657	809	848
UCP3	5	1	4
UCP2	1623	777	846
MIR139	0	0	0
LRTOMT	148	87	61
IL18BP	330	155	175
cOR51P3	0	0	0
COR52J8	0	0	0
LOC480784	0	0	0
LOC609402	0	0	0
TRIM6	0	0	0
TRIM34	120	52	68
cOR52P3	0	0	0
cOR56B2	0	0	0
cOR52N9	0	0	0
COR56A6	0	0	0
CCKBR	0	0	0
TPP1	1404	696	708
OR2D3	0	0	0
cOR10A3	0	0	0
RPL27A	1361	688	673
ADM	154	77	77
MIR8810	10	6	5
RNF141	373	193	181
ZBED5	1373	706	667
DKK3	3771	1829	1942
PTH	0	0	0
CALCB	0	0	0
CRSP-3	0	0	0
CRSP-2	0	0	0
CALCA	0	0	0
KCNC1	1	0	1
TPH1	0	0	0
SAA1	14	5	9
LDHC	0	0	0
ANO5	617	301	316
SLC17A6	0	0	0
SVIP	1	1	0
CCDC179	0	0	0
BDNF	19	14	5
MIR8811	33	16	17
GIF	0	0	0
MS4A2	0	0	0
MS4A1	0	0	0
MIR8813-1	1	0	1
ATP7B	590	301	289
MIR15A	0	0	0
MIR16-1	0	0	0
MLNR	10	8	2
HTR2A	2	0	2
MIR8814	2	1	1
MIR759	0	0	0
CLN5	2652	1314	1338
EDNRB	1	1	0
MIR17	0	0	0
MIR18A	0	0	0
MIR19A	0	0	0
MIR20A	0	0	0
MIR19B-1	0	0	0
MIR92A-1	0	0	0
DCT	0	0	0
ABCC4	4791	2407	2384
DZIP1	3855	1949	1906
SLC15A1	0	0	0
BIVM	660	341	319
SLC10A2	0	0	0
EFNB2	48	21	27
TNFSF13B	15	7	8
F7	0	0	0
LOC403829	366	183	183
ATP4B	4	1	3
MIR8807	2	1	1
MIR138A	0	0	0
GLB1	2615	1289	1326
CCR4	0	0	0
MIR128-2	0	0	0
MIR26A-1	0	0	0
SCN5A	2	0	2
SCN10A	0	0	0
CX3CR1	0	0	0
RPSA	4785	2455	2330
RPL14	2355	1165	1190
CTNNB1	10764	5340	5424
GTDC2	437	215	222
MIR8806	0	0	0
RAB5A	949	491	458
SLCO2A1	0	0	0
CPB1	0	0	0
SELT	3356	1729	1627
P2RY12	0	0	0
P2RY1	10	5	5
MME	410	236	174
MIR8808	0	0	0
THBD	706	366	340
RRBP1	17273	8691	8582
SNRPB2	513	253	260
SLC23A2	534	268	266
PRNP	597	282	315
MIR103-2	0	0	0
MAVS	895	455	440
AVP	0	0	0
DEFB132	0	0	0
DEFB129	0	0	0
DEFB128	0	0	0
DEFB127	0	0	0
DEFB122	0	0	0
DEFB126	0	0	0
DEFB116	0	0	0
CBD118	0	0	0
DEFB119	0	0	0
DEFB3L	0	0	0
DEFB124	0	0	0
BCL2L1	693	359	334
POFUT1	1064	551	513
MAPRE1	656	342	314
RALY	3200	1621	1579
ASIP	0	0	0
DYNLRB1	1669	815	854
MIR499	0	0	0
CPNE1	3608	1821	1787
RBM12	1787	941	846
MYL9	4273	2156	2117
GHRH	0	0	0
PI3	21	9	12
SLPI	0	0	0
WFDC2	1	1	0
CE10	0	0	0
CTSA	2041	954	1087
MMP9	0	0	0
CD40	83	40	43
AR	318	166	152
SULF2	2961	1541	1420
IL29L	0	0	0
UBE2V1	2080	1049	1031
MC3R	0	0	0
BMP7	129	77	52
PCK1	0	0	0
RAB22A	630	307	323
GNAS	22727	11522	11205
EDN3	0	0	0
MIR1-1	0	0	0
MIR133C	0	0	0
COL9A3	2	0	2
MIR124-2	0	0	0
MIR124-3	0	0	0
MIR8809	136	71	65
BRCA2	1091	533	558
RXFP2	0	0	0
HMGB1	11432	5760	5672
MIR8825	6	4	2
SLC7A1	1844	939	905
FLT3	880	454	426
PDX1	0	0	0
RPL21	2161	1065	1096
SGCG	0	0	0
SAP18	988	493	495
GJB2	261	129	132
MPHOSPH8	764	341	423
PARP4	2584	1332	1252
MIR8824	102	45	57
MIR8864-2	0	0	0
CLCN3	2468	1252	1216
HPGD	0	0	0
GATA4	138	55	83
MIR8820	0	0	0
MIR124-1	0	0	0
MIR8821	24	12	12
CLU	39317	19554	19763
ADRA1A	0	0	0
MIR320	0	0	0
COL4A4	3	1	2
CCL20	7	3	4
HTR2B	13	5	8
PTMA	20183	9748	10435
PDE6D	699	355	344
EIF4E2	405	223	182
SAG	0	0	0
UGT1A6	0	0	0
MIR8823	0	0	0
TRPM8	12	5	7
ACKR3	0	0	0
COL6A3	690	346	344
MLPH	0	0	0
MIR8822	71	35	36
cOR9S7P	0	0	0
COR9S5	0	0	0
MIR149	0	0	0
KIF1A	1137	543	594
STK25	862	475	387
RAN	3541	1784	1757
TMEM132C	0	0	0
HCAR1	0	0	0
DIABLO	1333	667	666
IL31	0	0	0
P2RX7	25	9	16
ATP2A2	7451	3806	3645
VPS29	998	477	521
PPP1CC	1925	953	972
MYL2	0	0	0
OAS1	3931	1934	1997
OAS3	2869	1424	1445
OAS2	1853	889	964
NOS1	0	0	0
PEBP1	3882	1932	1950
MIR8819	729	401	328
